datagouvid,label
534fffbba3a7292c64a78168,Fonds mondial pour la nature
534fffbba3a7292c64a78168,WWF
534fffbba3a7292c64a78168,Organisation mondiale de protection de la nature
534fffbba3a7292c64a78168,W.W.F.
534fffbba3a7292c64a78168,World Wide Fund
534fffbba3a7292c64a78168,World Wide Fund for Nature
534fffbba3a7292c64a78168,World Wildlife Fund
534fffbba3a7292c64a78168,World Wildlife Fund Nature
534fffbba3a7292c64a78168,Worldwide Fund for Nature
53698dada3a729239d20331d,Cour des comptes
53698dada3a729239d20331d,Cour des comptes (france)
53698dada3a729239d20331d,Cour Des Comptes (France)
53698dada3a729239d20331d,Cour des comptes française
53698dada3a729239d20331d,cours des comptes
53698e03a3a729239d20336c,Istres
53698e03a3a729239d20336c,Istre
537d58eea3a72973a2dc026c,Collectivité de Corse
537d58eea3a72973a2dc026c,CTC
537d58eea3a72973a2dc026c,Corse
537d58eea3a72973a2dc026c,Collectivité territoriale de Corse
537d5938a3a72973a2dc0275,OpenCorporates
53806fe2a3a7297e4d35d6c6,Louviers
53807000a3a7297e4d35d6c8,Parlement européen
538346d6a3a72906c7ec5c36,Angers Loire Métropole
538346d6a3a72906c7ec5c36,Communauté d'agglomération d'Angers Loire Metropole
538346d6a3a72906c7ec5c36,Communauté d'agglomération du Grand Angers
538346d6a3a72906c7ec5c36,communauté urbaine Angers Loire Métropole
539a5b76a3a7293bc272836c,Besançon
539a5b76a3a7293bc272836c,Vesontio
539a5b76a3a7293bc272836c,B'sanchon
539a5b76a3a7293bc272836c,Besac
539ef743a3a72946de9ebe28,Institut de radioprotection et de sûreté nucléaire
539ef743a3a72946de9ebe28,Institut de radioprotection et de surete nucleaire
539ef743a3a72946de9ebe28,IRSN
53a3668fa3a7297d730b2f44,communauté urbaine d'Arras
53a3668fa3a7297d730b2f44,Grand Arras
53a8b66ca3a72905b7ce594e,Agence nationale pour l'amélioration des conditions de travail
53a8b66ca3a72905b7ce594e,Agence Nationale pour l'Amélioration des Conditions de Travail
53a8b66ca3a72905b7ce594e,Agence nationale pour l’amélioration des conditions de travail
53a8b66ca3a72905b7ce594e,Anact
53a8b66ca3a72905b7ce594e,ANACT
53a8b6eba3a72905b7ce595b,Sénat
53a8b6eba3a72905b7ce595b,Sénat de France
53a8b6eba3a72905b7ce595b,Sénat de la République française
53a8b6eba3a72905b7ce595b,Sénat français
53ae7fb2a3a729709f56d4f0,Haute Autorité pour la transparence de la vie publique
53ae7fb2a3a729709f56d4f0,HATVP
53ae7fc3a3a729709f56d4f4,Monacia-d'Aullène
53ba4599a3a729219b7beaca,Saint-Malo
53ba4599a3a729219b7beaca,Malouine
53ba4599a3a729219b7beaca,St malo
53ba4599a3a729219b7beaca,St-Malo
53d04424a3a72970fff91f08,Menton
53d04424a3a72970fff91f08,Mentone
53d04424a3a72970fff91f08,Caperan
53d0c9fcc751df5db5d7e82c,BANO
53d96c41a3a729019f37e2b1,centre hospitalier universitaire de Nîmes
53d96c41a3a729019f37e2b1,Centre hospitalier universitaire de Nîmes
53d96c41a3a729019f37e2b1,chu Nimes
53fd1263a3a729390ba568a4,Metz Métropole
53fd1263a3a729390ba568a4,CA2M
53fd1263a3a729390ba568a4,Communaute d'agglomeration de Metz Metropole
53fd1263a3a729390ba568a4,District de l'agglomération messine
5407e031a3a7292ef9c20a52,Cengeps
5407e031a3a7292ef9c20a52,CeNGEPS
540f9a01a3a72928898af4a3,Conseil constitutionnel
54126af3a3a7292a9bbf14d6,Service d'information du gouvernement
54126af3a3a7292a9bbf14d6,Service d'Information du Gouvernement
5415ff3aa3a72924e1b11655,Renault
5415ff3aa3a72924e1b11655,Groupe Renault
5415ff3aa3a72924e1b11655,Renault SA
5420b969a3a7297b491991d0,conseil général de la Gironde
5420b96ba3a7297b491991d8,Comité départemental de tourisme de la Gironde
5420b96ba3a7297b491991d8,Comité départemental de tourisme de Gironde
5420b96ba3a7297b491991d9,Aquitaine Europe Communication
5420b96fa3a7297b491991de,Institut de journalisme Bordeaux-Aquitaine
5420b96fa3a7297b491991de,IJBA
5420b96fa3a7297b491991de,Institut de journalisme Bordeaux Aquitaine
5420b96fa3a7297b491991de,IUT de journalisme de Bordeaux
5420b971a3a7297b491991df,Système d'information sur l'eau Adour-Garonne
5420b971a3a7297b491991e0,Peipin
5420b971a3a7297b491991e1,Ressourcerie datalocale
54215a0488ee38105beae3c5,DIRECTION DEPARTEMENTALE DES TERRITOIRES DE SAONE-ET-LOIRE (71)
542187af88ee38105ceae3cc,Open Knowledge Foundation France
542314a888ee38334e5b9e2b,Tesla
542314a888ee38334e5b9e2b,Tesla Inc.
542314a888ee38334e5b9e2b,Tesla Motors
542314a888ee38334e5b9e2b,"Tesla Motors, Inc."
542314a888ee38334e5b9e2b,"Tesla, Inc."
54295f3488ee380327a59162,Images & Réseaux
542a61d888ee382b8f22e2d7,Institut national de la propriété industrielle
542a61d888ee382b8f22e2d7,INPI
542a61d888ee382b8f22e2d7,INPI (France)
542a61d888ee382b8f22e2d7,Institut national de la propriete industrielle
542a61d888ee382b8f22e2d7,Institut National de la Propriété Industrielle
542a61d888ee382b8f22e2d7,Institut National De La Propriété Industrielle
542a61d888ee382b8f22e2d7,National Industrial Property Institute (France)
542a61d888ee382b8f22e2d7,Office national de la propriété industrielle
542a6fab88ee382b8d22e2d9,Compagnie nationale du Rhône
542a6fab88ee382b8d22e2d9,CNR
542a6fab88ee382b8d22e2d9,Compagnie nationale du Rhone
542a6fab88ee382b8d22e2d9,Compagnie nationale du rhône
542a6fab88ee382b8d22e2d9,Compagnie Nationale du Rhône
542a6fab88ee382b8d22e2d9,Compagnie Nationale Du Rhône
5437e8c288ee387cb68f5e87,Chaville
543b8dd288ee3869dba42d04,Institut d'études politiques de Paris
543b8dd288ee3869dba42d04,IEP de Paris
543b8dd288ee3869dba42d04,IEP Paris
543b8dd288ee3869dba42d04,Institut d'études politiques de l'Université de Paris
543b8dd288ee3869dba42d04,Institut d'Etudes Politiques de Paris
543b8dd288ee3869dba42d04,Institut d’études politiques de Paris
543b8dd288ee3869dba42d04,Science Po Paris
543b8dd288ee3869dba42d04,Sciences Po (Paris)
543b8dd288ee3869dba42d04,Sciences po Paris
543b8dd288ee3869dba42d04,Sciences-Po
543b8dd288ee3869dba42d04,Sciences-Po Paris
543b8dd288ee3869dba42d04,SciencesPo
543e77eb88ee380c0d999949,Grand Paris Seine Ouest
543e77eb88ee380c0d999949,Communauté d'agglomération Grand-Paris-Seine-Ouest
543e77eb88ee380c0d999949,Établissement public territorial Grand Paris Seine Ouest
543e77eb88ee380c0d999949,GPSO
543e77eb88ee380c0d999949,Seine Ouest
5442d55bc751df4e9c0ecd23,Nouvelle Donne
5442d55bc751df4e9c0ecd23,Nouvelle donne
5442d55bc751df4e9c0ecd23,Nouvelle donne (parti politique)
54460446c751df31fa5d0572,Chambre de Métiers et de l'Artisanat de Tarn-et-Garonne
544a493dc751df2a739bbff8,Institut Montaigne
544e1b0888ee38289ae1ed05,conseil départemental des Hauts-de-Seine
54577f7fc751df1dfb225d2e,Office du tourisme de Gérardmer
5457bc26c751df7378225d2e,conseil départemental de la Seine-Saint-Denis
546e60c7c751df7135068e8d,parc naturel régional du Vercors
547ed1a3c751df26eb090fca,Réseau Sentinelles
547ed1a3c751df26eb090fca,Reseau Sentinelles
547ed1a3c751df26eb090fca,Surveillance continue
54880126c751df081fa3fc15,Comité départemental du tourisme de l'Aube
54884a24c751df7226a3fc16,Vanves
54884a24c751df7226a3fc16,Vanvres
548b19c6c751df1e6e4120e7,Ville-d'Avray
548b19c6c751df1e6e4120e7,Ville-d’Avray
5492db21c751df7a9c04805a,Saint-Malo Agglomération
5492db21c751df7a9c04805a,Communaute d'agglomeration du Pays de Saint-Malo
5492db21c751df7a9c04805a,Communauté d'agglomération du pays de saint-malo
5492db21c751df7a9c04805a,Communauté d'agglomération du Pays de Saint-Malo
5492db21c751df7a9c04805a,Communauté D'agglomération Du Pays De Saint-Malo
5492db21c751df7a9c04805a,Saint-Malo Agglomération
5492ee28c751df24df04805b,Agence française de développement
5492ee28c751df24df04805b,AFD
5492ee28c751df24df04805b,Agence francaise de developpement
5492ee28c751df24df04805b,Agence Française De Développement
5492ee28c751df24df04805b,Agence Française de Développement (AFD)
5492ee28c751df24df04805b,Caisse centrale de coopération économique
5492ee28c751df24df04805b,CCCE
549971c8c751df352b04805a,Sèvres
54997937c751df3da604805b,La Roque-Baignard
54a9ba88c751df788104805a,Saint-Lô
54a9ba88c751df788104805a,Saint Lo
54a9ba88c751df788104805a,Saint-Laud
54a9ba88c751df788104805a,Saint-Lo
54a9ba88c751df788104805a,Sainte-Croix-de-Saint-Lô
54a9ba88c751df788104805a,Sainte-Thomas-de-Saint-Lô
54a9ba88c751df788104805a,St-Lô
54ac0441c751df66c404805a,Cryobanque Nationale
54acd354c751df16dc04805a,Comité 21
54acd354c751df16dc04805a,comité français pour l'environnement et le développement durable
54acf7fcc751df4851de6536,Limoges
54acf7fcc751df4851de6536,Espace urbain de Limoges
54acf7fcc751df4851de6536,Limoge
54aea60ac751df44f6de6536,Le Parisien
54aea60ac751df44f6de6536,Le Parisien libéré
54aea60ac751df44f6de6536,leparisien.fr
54aff788c751df39e138127d,conseil départemental des Côtes-d'Armor
54b7c236c751df406d5fa5a2,Syndicat public des énergies vendéennes
54b7c236c751df406d5fa5a2,Sydev
54b7db7ac751df6b485fa5a2,Withings
54be8688c751df3a045fa5a2,Nissan France
54c107f4c751df5a015fa5a2,AUCHAN France
54ca2b22c751df5273467389,Nogent-sur-Marne
54cfb07ac751df770e467389,communauté d'agglomération Terres de France
54cfb07ac751df770e467389,Communauté d'agglomération Plaine de France
54d89442c751df1245467389,Meudon
54d8f2a4c751df1df7467389,Boulogne-Billancourt
54d8f2a4c751df1df7467389,Boulogne
54d8f2a4c751df1df7467389,Boulbi
54d8f2a4c751df1df7467389,Boulo-billancourtois
54d8f2a4c751df1df7467389,Boulogne sur Seine
54d8f2a4c751df1df7467389,Boulogne-sur-Seine
54da1f52c751df59f7467389,Grand Poitiers
54da1f52c751df59f7467389,communauté urbaine du Grand Poitiers
54f461f8c751df0f88882844,Institut français de recherche pour l'exploitation de la mer
54f461f8c751df0f88882844,CNEXO
54f461f8c751df0f88882844,Ifremer
54f461f8c751df0f88882844,IFREMER
54f461f8c751df0f88882844,Institut francais de recherche pour l'exploitation de la mer
54f461f8c751df0f88882844,Institut Français de Recherche pour l'Exploitation de la Mer
54f461f8c751df0f88882844,Institut Français De Recherche Pour L'exploitation De La Mer
54f461f8c751df0f88882844,ISTPM
55094e4cc751df601a882846,Marnes-la-Coquette
550c0162c751df5c49882844,parc naturel régional du Marais poitevin
550c0162c751df5c49882844,parc interrégional du Marais poitevin
550c0162c751df5c49882844,Parc naturel regional du Marais poitevin
550c0162c751df5c49882844,Parc naturel régional du marais poitevin
550c0162c751df5c49882844,Parc naturel régional du Marais poitevin
551959f6c751df6682057c91,Service départemental d'incendie et de secours du Tarn
55195b45c751df66ab057c91,Agence de l'eau Loire-Bretagne
551a8884c751df2b2d4b1077,Centre Régional Information Jeunesse Poitou-Charentes
551d00efc751df60500cd89f,Agence nationale des fréquences
551d00efc751df60500cd89f,ANFR
551d4b6cc751df4f1a0cd89f,Morbihan énergies
55279335c751df7b78aec475,Créteil
552cc6bec751df224637dddb,Préfecture de la région Auvergne-Rhône-Alpes
552cc6bec751df224637dddb,Préfecture - Auvergne-Rhône-Alpes
552cc6bec751df224637dddb,Préfecture de Région Auvergne-Rhône-Alpes
552d6a09c751df1ed737dddb,Mahina
552e97f3c751df636537dddb,centre national des œuvres universitaires et scolaires
552e97f3c751df636537dddb,centre national des oeuvres universitaires et scolaires
552e97f3c751df636537dddb,Cnous
552e97f3c751df636537dddb,CNOUS
553f860dc751df6a68e96a3b,Chambre Syndicale des Artisans du Taxi
554098bac751df046ae96a3b,Conservatoire de l'espace littoral et des rivages lacustres
554098bac751df046ae96a3b,CELRL
554098bac751df046ae96a3b,Conservatoire de l'espace littoral
554098bac751df046ae96a3b,Conservatoire de l'Espace Littoral et des Rivages Lacustres
554098bac751df046ae96a3b,"Conservatoire de l'espace littoral et des rivages lacustres,"
554098bac751df046ae96a3b,Conservatoire de l’espace littoral et des rivages lacustres
554098bac751df046ae96a3b,Conservatoire du littoral
554098bac751df046ae96a3b,Conservatoire du Littoral
554098bac751df046ae96a3b,Conservatoire Du Littoral
554098bac751df046ae96a3b,Conservatoire du littoral et des rivages lacustres
554098bac751df046ae96a3b,Conservatoire national du littoral
554098bac751df046ae96a3b,Conservatoire National du Littoral
5540eb53c751df7dafe96a3b,communauté d'agglomération du Pays ajaccien
556852f4c751df6884e5726a,Conseil national du numérique
556852f4c751df6884e5726a,CNN
556852f4c751df6884e5726a,CNNum
55819607c751df7bdda453b9,Assemblée nationale
55819607c751df7bdda453b9,Assemblee nationale
55819607c751df7bdda453b9,Assemblée nationale française
55819607c751df7bdda453b9,Assemblée nationale de France
55819607c751df7bdda453b9,Assemblée nationale de la République française
55842c2bc751df66bba453b9,Muséum national d'histoire naturelle
55842c2bc751df66bba453b9,Le Muséum national d'histoire naturelle
55842c2bc751df66bba453b9,MNHN
55842c2bc751df66bba453b9,Muséum d'Histoire Naturelle de Paris
55842c2bc751df66bba453b9,Muséum de Paris
55842c2bc751df66bba453b9,Museum national d'histoire naturelle
55842c2bc751df66bba453b9,Muséum national d’histoire naturelle
55883748c751df7971a453bc,Direction départementale des territoires de Meurthe-et-Moselle
55886e4dc751df3f7aa453b9,Direction départementale des territoires des Vosges
55887171c751df3f82a453c4,Direction départementale des territoires de Seine-et-Marne
55896c18c751df5864a453b9,Direction départementale des territoires du Gers
55896df6c751df54e9a453b9,Direction départementale des territoires de l'Aube
55897427c751df54e9a453dd,Direction départementale des territoires d'Eure-et-Loir
558a7e80c751df627ca453b9,Direction Départementale des Territoires de la Lozère
558a7f99c751df760ba453bf,Direction Départementale des Territoires du Val d'Oise
558a8198c751df760ba453c5,DREAL Lorraine
558a83dac751df039da453b9,Direction départementale des territoires et de la mer de la Somme
558a83dac751df039da453b9,DDTM 80
558a83dac751df039da453b9,DDTM de la Somme
558a83dac751df039da453b9,DDTM Somme
558ad3e3c751df7c4fa453b9,Direction départementale des territoires et de la mer du Var
558ad939c751df7c4fa453bc,Direction Départementale et des Territoires du Cantal
558adba9c751df04a0a453c1,Direction départementale des territoires de l'Essonne
558add63c751df7c4fa453c8,Direction départementale des territoires et de la mer des Bouches-du-Rhône
558adf97c751df04a0a453df,Direction Départementale des Territoires de Lot-et-Garonne
558bc11cc751df5bfda453ba,Direction Départementale des Territoires de la Corrèze
558bd745c751df3fffa453bd,Direction départementale des territoires et de la mer de Charente-Maritime
558bf578c751df2f9ea453ea,Direction départementale des territoires de l'Ariège
558bf88dc751df2dc5a45424,"Direction régionale de l'environnement, de l'aménagement et du logement de Franche-Comté"
558bf88dc751df2dc5a45424,DREAL Franche-Comté
558dc1c0c751df341aa453b9,Direction départementale des territoires des Alpes-de-Haute-Provence
558e9b15c751df2a26a453b9,Direction départementale des territoires de l'Orne
558e9c3ec751df75fea453c7,Direction départementale des territoires de la Marne
558e9c3ec751df75fea453c7,DDT de la Marne
558e9d43c751df75fea453d1,direction départementale des territoires de Loir-et-Cher
558e9e4ac751df2a26a453da,Direction départementale des territoires de la Sarthe
558e9f93c751df2d9aa453d4,Direction départementale des territoires de Saône-et-Loire
558ea2d6c751df3646a453cf,Direction départementale des territoires et de la mer des Landes
558ea37cc751df2a26a453fe,Direction départementale des territoires et de la mer des Pyrénées-Atlantiques
558ea45bc751df2d9aa4541d,Direction départementale des territoires et de la mer du Calvados
55910338c751df495fa453b9,Centre Régional Auvergne-Rhône-Alpes de l'Information Géographique
55910338c751df495fa453b9,CRAIG
559272bfc751df5d68a453b9,Union nationale des associations familiales
559272bfc751df5d68a453b9,Union départementale des associations familiales
559272bfc751df5d68a453b9,UDAF
559272bfc751df5d68a453b9,Union Nationale des Associations Familiales
559272bfc751df5d68a453b9,Union régionale des associations familiales
559272bfc751df5d68a453b9,URAF
5595066cc751df4582a453ba,Caisse nationale des allocations familiales
5595066cc751df4582a453ba,Caisse Nationale des Allocations Familiales
5595066cc751df4582a453ba,CNAF
559a8d80c751df2eea390bd3,Open Law le Droit Ouvert
559bd00cc751df0767390bd4,Syndicat de la presse indépendante d'information en ligne
559bd00cc751df0767390bd4,Spiil
559bd00cc751df0767390bd4,SPIIL
559c0165c751df414e390bd4,Direction départementale des territoires de Charente
559c07ffc751df6d14390bd3,DREAL Auvergne
559cf574c751df428c390bd5,Direction régionale et interdépartementale de l'équipement et de l'aménagement
559cf574c751df428c390bd5,Direction Inter-Départementale des Routes d'Île-de-France
559cf574c751df428c390bd5,Direction interdépartementale des routes d'Île-de-France
559cf574c751df428c390bd5,Direction Interdépartementale des Routes d’Île-de-France
559cf574c751df428c390bd5,DIRIF
559cf574c751df428c390bd5,DRIEA-IF
559d3813c751df392b390bd4,Direction départementale des territoires du Doubs
559d3913c751df33ec390bd7,Direction départementale des territoires de Haute-Saône
559f83e3c751df2775330fd6,Syndicat Départemental des Energies de Seine-et-Marne
55acbc5f88ee3854e7d98334,Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture
55acbc5f88ee3854e7d98334,Cemagref
55acbc5f88ee3854e7d98334,CEMAGREF
55acbc5f88ee3854e7d98334,CEMAGREF - Institut de recherche en sciences et technologies pour l'environnement
55acbc5f88ee3854e7d98334,"Centre national du machinisme agricole du génie rural, des eaux et des forêts"
55acbc5f88ee3854e7d98334,"Centre national du machinisme agricole, du genie rural, des eaux et des forets"
55acbc5f88ee3854e7d98334,"Centre national du machinisme agricole, du génie rural, des eaux et des forêts"
55acbc5f88ee3854e7d98334,"Centre National Du Machinisme Agricole, Du Génie Rural, Des Eaux Et Des Forêts"
55acbc5f88ee3854e7d98334,Institut de recherche en sciences et technologies pour l'environnement
55acbc5f88ee3854e7d98334,Institut de recherche en sciences et technologies pour l'environnement et l'agriculture
55acbc5f88ee3854e7d98334,Institut de recherche pour l'ingénierie de l'agriculture et de l'environnement
55acbc5f88ee3854e7d98334,Institut de Recherche pour l'Ingénierie de l'Agriculture et de l'Environnement
55acbc5f88ee3854e7d98334,Institut National de Recherche en Sciences et Technologies pour l'Environnement et l'Agriculture
55acbc5f88ee3854e7d98334,Irstea
55acbc5f88ee3854e7d98334,IRSTEA
55ad1ccb88ee3868d5d98334,Agence du numérique
55ad36aa88ee382057d98335,Fédération Les Républicains du Var
55ad36aa88ee382057d98335,Les Républicains du Var
55ae43f488ee38443d3ca288,Direction Départementale des Territoires d'Indre-et-Loire
55ae6ba688ee386c843ca28b,Direction départementale des territoires de l'Isère
55ae6ba688ee386c843ca28b,DDT 38
55ae6ba688ee386c843ca28b,DDT de l'Isère
55b0f23788ee3838d73ca289,Direction départementale des territoires du Loiret
55b10bbcc751df773d10ccc3,Syndicat Autolib' et Vélib' Métropole
55b10bbcc751df773d10ccc3,syndicat Autolib' Métropole
55b8c85288ee3827203ca288,Lorient Agglomération
55b8c85288ee3827203ca288,Cap l'Orient
55b8c85288ee3827203ca288,Communauté d'agglomération du pays de Lorient
55c1d64988ee384c67a46ec3,centre national de la fonction publique territoriale
55c1d64988ee384c67a46ec3,Centre National De La Fonction Publique Territoriale
55c1d64988ee384c67a46ec3,CNFPT
55c35aac88ee3810a9a46ec1,université Paris-Est-Marne-la-Vallée
55c35aac88ee3810a9a46ec1,CFA Descartes
55c35aac88ee3810a9a46ec1,UMLV
55c35aac88ee3810a9a46ec1,Université de Marne la Vallée
55c35aac88ee3810a9a46ec1,Universite de Marne-la-Vallee
55c35aac88ee3810a9a46ec1,Université de Marne-la-Vallée
55c35aac88ee3810a9a46ec1,Université de Paris Est Marne-la-Vallée
55c35aac88ee3810a9a46ec1,Université de Paris-Est Marne-la-Vallée
55c35aac88ee3810a9a46ec1,Université Paris Est Marne-la-Vallée
55c35aac88ee3810a9a46ec1,Université Paris-Est Marne-la-Vallée
55c35aac88ee3810a9a46ec1,UPEM
55c35aac88ee3810a9a46ec1,UPEMLV
55df259f88ee386e57a46ec2,Grand Est
55df259f88ee386e57a46ec2,ACAL
55df259f88ee386e57a46ec2,Alsace-Champagne-Ardenne-Lorraine
55df259f88ee386e57a46ec2,Grand-Est
55df259f88ee386e57a46ec2,région Grand Est
55df259f88ee386e57a46ec2,Région Grand Est
55eeb55fc751df24d31f92b3,Service central d’hydrométéorologie et d’appui à la prévision des inondations
55eeb55fc751df24d31f92b3,SCHAPI
55f03e1088ee384bc1a46ec1,RTE
55f03e1088ee384bc1a46ec1,Reseau de transport d'electricite
55f03e1088ee384bc1a46ec1,Réseau de transport d'électricité
55f03e1088ee384bc1a46ec1,Réseau de Transport d'Electricité (RTE)
55f03e1088ee384bc1a46ec1,RTE (entreprise)
55ffcb6d88ee382075ccb97d,Carbon-Blanc
56012052c751df5db78dabee,"Syndicat mixte d'Energies, d'Equipements et de Communication du Jura"
560d929ac751df40ef756894,Enedis
560d929ac751df40ef756894,ERDF
560d929ac751df40ef756894,Electricité réseau distribution France
560d929ac751df40ef756894,Électricité réseau distribution France
560d929ac751df40ef756894,Électricité réseau Distribution France
5617abdc88ee386b8f628ef9,Direction Départementale des Territoires du Bas-Rhin (67)
561a7f00c751df4e6dcdbb48,Conseil régional du Centre-Val de Loire
561a7f00c751df4e6dcdbb48,Conseil régional de la région Centre
561a7f00c751df4e6dcdbb48,Conseil regional du Centre
561aefdc88ee385ce8628efa,Institut des systèmes complexes
561aefdc88ee385ce8628efa,Institut des Systèmes Complexes de Paris Île-De-France
561aefdc88ee385ce8628efa,ISC-PIF
561af05888ee3849a2628efa,Institut des systèmes complexes
561af05888ee3849a2628efa,Institut des Systèmes Complexes de Paris Île-De-France
561af05888ee3849a2628efa,ISC-PIF
561da7d588ee387da3628ef9,Vice-rectorat de la Polynésie française
5620c13fc751df08e3cdbb48,Infogreffe
56220c0988ee3817f8628ef9,"Direction régionale de l'alimentation, de l'agriculture et de la forêt de Languedoc-Roussillon"
562a2a7488ee3801d812613c,communauté de l'agglomération creilloise
562a2a7488ee3801d812613c,Communaute de communes de l'agglomeration Creilloise
562a2a7488ee3801d812613c,Communauté de communes de l'agglomération creilloise
562a2a7488ee3801d812613c,Communauté de communes de l'agglomération Creilloise
562a2a7488ee3801d812613c,Communauté De Communes De L'agglomération Creilloise
562afd9088ee385f2d12613d,"Fédération Nationale de l’Information d’Entreprise, de la Gestion de Créances et de l’Enquête Civile"
562afd9088ee385f2d12613d,FIGEC
5631e535c751df24cedcc3f1,Service des transports en commun de l'agglomération rennaise
5631e535c751df24cedcc3f1,Le Star
5631e535c751df24cedcc3f1,Service des Transports Agglomération Rennaise
5631e535c751df24cedcc3f1,Service des transports en commun de l'agglomération Rennaise
5631e535c751df24cedcc3f1,Star (Rennes)
5631e535c751df24cedcc3f1,STAR (Rennes)
563a2cdf88ee385a94531575,Centre national d'études spatiales
563a2cdf88ee385a94531575,CNES
563a2cdf88ee385a94531575,Centre National d'Études Spatiales
563a2ec3c751df39a8dcc3f0,parc naturel régional des Vosges du Nord
563b5db588ee38281b531575,Fédération des ensembles vocaux et instrumentaux spécialisés
56420fbac751df373faad371,Syndicat Départemental d'Energie du Cher
5643296ac751df6187aad370,université Paris-Sorbonne
5643296ac751df6187aad370,Paris 4
5643296ac751df6187aad370,Paris IV
5643296ac751df6187aad370,Paris-Sorbonne
5643296ac751df6187aad370,université Paris 4
5643296ac751df6187aad370,université Paris Sorbonne-Paris IV
5643296ac751df6187aad370,université Paris-IV
5643296ac751df6187aad370,"Université Paris-Sorbonne, Paris IV"
564b5689c751df1e4eaad371,parc naturel régional Livradois-Forez
564b5689c751df1e4eaad371,Livradois-Forez
564b5689c751df1e4eaad371,Parc naturel régional du Livradois-Forez
564b5689c751df1e4eaad371,Parc naturel regional Livradois-Forez
564c87b288ee384585e72046,Agence Éducation et Formation
564c87b288ee384585e72046,AEF
564c87b288ee384585e72046,Agence Education et Formation
564c87b288ee384585e72046,Agence éducation et formation
564c87b288ee384585e72046,Groupe AEF
56507a53c751df6679aad370,Autorité des marchés financiers
56507a53c751df6679aad370,Autorite des marches financiers (France)
56507a53c751df6679aad370,Autorité des marchés financiers (france)
56507a53c751df6679aad370,Autorité Des Marchés Financiers (France)
56507a53c751df6679aad370,Collège de l'Autorité des Marchés Financiers
56507a53c751df6679aad370,Gendarme de la Bourse
56507a53c751df6679aad370,gendarme français de la bourse
5652f2cc88ee3877c5e72046,Rectorat de Caen
56544b5f88ee382b99e72048,Centre National de la Propriété Forestière
56544b5f88ee382b99e72048,CNPF
56544b5f88ee382b99e72048,Centre national professionnel de la propriété forestière
56544b5f88ee382b99e72048,CNPPF
565ebf4788ee3869aae72046,Conseil régional de Normandie
565f73c088ee385abfe72046,Direction départementale des territoires de l'Allier
565f741788ee380296e72046,Direction départementale des territoires du Puy-de-Dôme
565f746a88ee3802aee72046,Direction Départementale des Territoires de la Haute-Loire
5662c125c751df42e605bd61,Mogneneins
566594f388ee38738640355c,Antibes
566594f388ee38738640355c,Antibes Juan les pins
566594f388ee38738640355c,Antibes Juan-les-pins
566594f388ee38738640355c,Antion
5666a94388ee38239baf0bfe,Secrétariat général pour les affaires régionales d&#39;Occitanie
5666a94388ee38239baf0bfe,SGAR Occitanie
5666d147c751df0341c664bd,Akka Technologies
5666d147c751df0341c664bd,AKKA (entreprise)
5666d147c751df0341c664bd,AKKA Technologies
566af927c751df2bf1c664bf,atelier parisien d'urbanisme
566af927c751df2bf1c664bf,APUR
566af927c751df2bf1c664bf,Apur
566af927c751df2bf1c664bf,Atelier parisien d'Urbanisme
566ebe14c751df694bc664bc,Association française pour le nommage Internet en coopération
566ebe14c751df694bc664bc,AFNIC
566ebe14c751df694bc664bc,Afnic
566ebe14c751df694bc664bc,Association francaise pour le nommage Internet en cooperation
566ebe14c751df694bc664bc,Association française pour le nommage internet en coopération
566ebe14c751df694bc664bc,Association Française Pour Le Nommage Internet En Coopération
566ebe14c751df694bc664bc,Nommage internet en coopération
567c038888ee385fdbaf0bf4,Le Moulin digital
567ea0d7c751df7093c664bc,Laboratoires Lehning
567ea0d7c751df7093c664bc,Lehning
56822cb588ee382e16af0bf4,Service départemental d'incendie et de secours de l'Essonne
56824436c751df7922c664bc,Communauté Lesneven Côte des Légendes
56824436c751df7922c664bc,communauté de communes du Pays de Lesneven et de la côte des Légendes
56826fdfc751df5dddc664bc,Orange
56826fdfc751df5dddc664bc,Groupe Orange
56826fdfc751df5dddc664bc,Orange groupe
56826fdfc751df5dddc664bc,Orange S.A.
56826fdfc751df5dddc664bc,Orange SA
56826fdfc751df5dddc664bc,Orange Télécom
568e5e9488ee38033aaf0bf4,Île-de-France mobilités
568e5e9488ee38033aaf0bf4,IDFM
568e5e9488ee38033aaf0bf4,IDF mobilités
568e5e9488ee38033aaf0bf4,Ile de France mobilités
568e5e9488ee38033aaf0bf4,STIF
568e5e9488ee38033aaf0bf4,Syndicat des Transports d'Île-de-France
568e9657c751df5a92c664bc,"Direction régionale de l'environnement, de l'aménagement et du logement Pays de la Loire"
568e9657c751df5a92c664bc,DREAL Pays de la Loire
56aa3aac88ee387ea98ffbc6,Comité Départemental du Tourisme du Morbihan
56aa3aac88ee387ea98ffbc6,Morbihan Tourisme
56ab6daa88ee3859ece82d6e,communauté d'agglomération Royan Atlantique
56af21df88ee387690df30d6,Préfecture de la région Occitanie
56af21df88ee387690df30d6,Préfecture - Occitanie
56b35aff88ee38313e1690e2,conseil départemental de la Dordogne
56b496c988ee3832d04b6d5b,France Info
56b496c988ee3832d04b6d5b,France Info (site web)
56b496c988ee3832d04b6d5b,franceinfo (site web)
56b496c988ee3832d04b6d5b,franceinfo.fr
